,income
9327,1
38617,1
8414,1
31988,1
28013,1
25285,1
46606,1
17173,0
1152,1
10940,1
11712,0
39740,1
9027,1
8567,1
11925,1
46982,1
39835,0
3688,1
32374,1
44730,1
8235,1
23524,1
2851,1
11162,1
11106,1
37022,1
9285,1
34666,1
19681,1
24200,0
22191,1
40426,0
27884,1
25673,0
25967,0
48073,1
6200,0
2720,1
34744,0
8772,1
33447,1
43420,0
28650,0
26364,1
25275,0
14287,1
38361,0
34798,1
39701,1
2704,1
10763,1
37742,0
32439,1
34679,1
30222,1
28019,1
7964,1
11851,1
24084,1
30939,1
46677,1
15040,1
27130,1
32050,1
18300,0
38174,1
216,1
26628,1
3561,0
37211,1
35627,1
17150,1
44031,1
36780,0
47397,1
17878,1
30090,0
5603,1
254,1
7584,1
34627,1
6069,1
45498,0
47321,1
21331,1
30847,1
3566,1
36627,1
22936,1
26506,1
11764,0
7765,1
3656,1
37475,1
28952,0
20400,1
664,1
34132,1
19044,1
11823,1
4980,1
46227,1
4073,1
2147,1
39468,1
22772,1
44672,0
37078,0
20523,0
17635,1
20818,1
6024,0
21403,1
43119,0
7647,1
1081,1
12566,0
44733,0
40411,1
14923,1
7831,0
46451,0
38244,1
47176,1
18315,0
30072,0
41167,1
31135,1
5221,1
19660,0
20681,1
32460,1
30045,1
2976,1
44980,1
10481,1
15414,1
37086,1
12655,0
45453,1
4006,0
8101,1
23275,1
42660,1
19812,1
10390,1
39797,1
33073,1
24495,1
17783,1
32112,1
10681,1
34510,1
4232,0
25913,0
30201,1
12445,0
38831,1
42973,1
25572,1
17232,1
13606,1
38741,1
10796,1
11144,1
17112,1
10805,1
24317,0
14022,0
11383,1
24679,0
40829,1
48101,1
4058,0
27015,1
8972,0
26913,1
39202,1
35907,1
12869,1
22823,1
20466,1
33505,1
8596,1
34374,1
32054,1
36741,1
5153,1
41542,1
1856,1
14061,1
30635,1
32906,0
10905,1
2299,1
3454,1
6671,1
6633,0
26379,1
15442,1
718,1
41947,1
35035,0
27356,1
5974,1
17801,0
12541,1
8500,0
46760,1
3647,1
11616,0
1137,0
19023,0
26667,1
18508,0
3963,1
42760,1
28583,1
42239,1
21017,1
29969,1
44367,1
38081,1
6853,1
47974,1
37593,1
1956,1
47525,1
9337,1
46585,1
33822,0
38586,1
18490,1
4500,1
22046,0
6411,1
41037,1
17145,1
25189,1
14655,0
46172,1
18054,0
17604,0
36200,1
32789,1
26168,0
45089,0
25244,1
48603,1
14781,0
42849,1
12819,0
5771,0
20564,1
5897,1
37344,1
47750,1
2970,1
5669,0
47441,1
43351,1
15162,1
13880,1
41230,1
25620,0
6008,0
34974,1
9376,1
39201,0
33885,1
12946,1
28693,1
13736,1
24318,1
12178,1
39861,1
27655,0
15436,0
37105,1
770,1
24018,0
37242,1
36108,1
17909,1
18439,1
15360,1
572,1
29846,1
22707,1
15651,0
31648,0
37263,1
2314,1
30987,1
47951,1
31139,0
5043,1
39675,1
35235,0
13178,1
25723,1
9751,0
35037,1
14864,0
28447,0
12693,0
22077,1
40474,1
10639,1
19007,1
45985,1
44644,1
26329,1
42982,1
1488,1
45146,1
41738,1
10035,1
14008,0
913,1
31190,1
4227,1
47937,1
34674,1
47410,1
26254,1
35643,0
28407,1
48311,1
8113,0
37728,1
41316,0
40817,0
15704,1
15010,1
38990,1
30092,1
18529,1
33830,1
47822,1
19665,1
1321,1
16704,1
46148,1
10777,1
15876,1
8546,1
39383,0
38669,1
29162,1
38874,1
47399,0
33430,1
2641,1
46663,1
22004,1
11552,1
14135,1
20583,1
28600,1
14078,1
23668,1
41894,0
43159,0
18563,1
44720,0
21254,1
8140,1
9856,1
18205,1
16320,0
32093,1
34000,1
38676,1
3768,1
17431,1
8272,1
2449,1
6423,1
37987,0
35047,1
24085,1
12722,1
16652,1
24434,1
32604,1
26385,1
23652,1
23784,0
39113,1
38578,1
27158,1
6533,0
44800,1
8558,1
39089,1
3402,1
43965,1
31119,1
20164,0
10677,1
9233,1
21120,1
4856,1
27231,1
14639,1
23417,0
3351,1
41860,1
26783,1
19070,1
29443,1
2771,1
14263,0
25018,1
16087,1
27080,1
3076,1
7115,1
2406,0
9242,0
44988,0
10811,0
4593,0
27745,1
22869,1
48650,1
25940,0
2984,1
42756,1
25783,1
20991,1
10446,0
27848,1
13879,1
4722,1
12776,1
646,1
7971,1
17423,1
10656,1
36152,1
36951,1
18810,1
35574,1
10314,1
13822,1
29316,0
15195,1
26986,1
10806,1
35799,1
39316,1
38467,1
44704,0
3779,0
26875,1
39258,1
17413,1
3409,1
10598,1
29719,0
35743,1
29768,1
29426,0
48175,1
40068,1
18483,1
43417,1
9101,0
3214,1
28359,0
18141,0
48011,1
11649,1
12115,1
1953,1
10766,1
18965,1
6103,1
10736,0
13105,1
48526,1
46556,1
42290,1
18667,1
14151,1
43259,1
41234,1
37856,0
29377,1
12127,1
30797,1
29597,1
48748,1
27511,1
7571,0
41125,1
31769,1
20728,1
8087,1
42947,0
10302,1
22234,1
30850,1
24206,1
29608,0
829,1
6646,1
2853,1
4891,1
159,1
10797,1
25325,1
33623,1
1301,1
36384,1
7214,0
18721,1
3801,1
21913,1
8443,1
47000,1
5824,1
47920,1
30339,0
32580,0
28732,0
47705,1
3503,1
25885,0
6677,0
31774,1
31636,1
16986,1
12743,1
15262,1
10437,1
23976,1
2559,1
4613,1
15591,0
16353,1
3126,1
11767,1
156,1
35391,1
25625,0
22981,1
11217,1
29374,1
24237,1
591,1
35992,1
18521,1
9910,1
12063,1
13098,1
38894,0
8860,1
4651,1
22698,1
28367,1
39820,1
14268,1
39991,0
34441,1
7219,1
16703,0
36151,0
47907,1
48564,1
23146,1
21083,1
4437,0
26284,0
3646,1
33190,1
19054,1
9993,1
5519,1
25633,0
36171,0
720,1
34427,1
33121,1
29107,1
23712,1
27532,0
33605,1
39441,1
10051,1
33349,0
34736,1
7990,1
4863,1
32913,1
46968,0
9319,1
317,1
44929,1
14895,1
26601,1
23367,1
45719,1
11666,1
22061,1
1012,0
5363,1
46951,1
7251,1
26570,0
43062,1
33098,0
25360,0
26981,0
12703,1
14511,0
39337,0
45194,0
26874,1
3343,1
36412,0
25907,1
4687,1
29540,1
33545,0
15512,1
9812,0
11905,1
7733,0
23190,0
42027,1
7561,0
40340,1
38901,1
31812,1
11930,0
28262,1
30024,1
9740,1
42368,1
34240,0
31072,1
43533,1
34206,1
43984,0
38047,1
20698,1
46457,1
32115,0
26019,1
35103,1
9764,0
22711,1
35554,1
33105,0
3489,0
8304,1
16184,1
16829,0
39843,1
7129,1
34308,1
35390,1
38701,0
46819,1
29645,1
33197,1
35341,1
25167,1
17743,0
4564,1
27665,1
21675,1
11863,1
35257,1
18246,1
46915,1
27926,0
11661,1
45721,1
3730,1
17624,1
11477,1
10955,1
39941,1
15453,0
5312,1
42113,1
47653,1
10695,1
39179,1
6778,1
32585,1
11936,1
2670,0
22795,1
20753,1
22054,1
33913,1
24340,1
8950,1
4147,1
23035,0
21871,1
41119,1
26188,0
7128,1
9024,0
30331,1
24051,1
23739,1
39450,1
12863,1
7703,1
11294,1
24758,1
18169,1
11526,1
14482,1
22924,0
14589,1
29357,0
37883,0
14389,0
15231,1
26413,1
12901,1
20147,0
27567,0
16,1
36862,0
21360,1
3983,0
41375,0
42381,1
39476,1
5575,1
5843,1
43435,1
44336,0
39523,1
38317,0
13558,0
21334,1
15713,1
23932,0
33369,1
27815,1
39363,1
25195,0
234,0
21660,1
37154,1
29996,0
17443,1
40239,1
14339,1
43275,0
10002,0
14037,1
14393,1
46725,1
3436,1
32764,1
18206,0
17975,1
28168,1
34012,1
17561,1
18328,0
15086,1
2977,0
23205,0
24083,1
26682,1
8082,1
19077,1
28448,1
2833,0
44447,1
20938,1
14534,1
2542,1
19770,1
29941,0
23255,0
21944,1
48454,1
43411,1
37489,0
29533,1
28141,1
37361,1
19079,1
2567,1
12673,1
2102,1
9153,1
7293,1
26078,1
15986,1
38964,1
28484,1
43514,1
45795,1
13871,1
18409,0
2149,1
46783,1
33864,1
10374,1
27225,1
7292,1
46259,1
33141,0
42400,0
16121,1
12210,0
46971,1
21976,0
3094,1
13722,0
45438,1
13169,1
43656,1
1581,1
8776,1
28790,0
33755,1
14635,1
16094,0
21414,0
6209,1
6028,1
25532,0
36759,1
12101,1
1843,1
35804,1
27151,1
15891,0
39235,1
511,1
522,1
9805,1
44007,1
24828,1
35572,1
1736,1
20614,1
14507,1
21127,1
17110,0
34,1
28198,1
45758,1
5560,0
25893,0
48486,1
11467,0
43719,1
39977,1
31183,1
19771,1
21563,1
7981,1
35820,1
9678,1
14817,1
2944,1
3649,1
10774,1
45522,1
10638,1
11563,1
34306,1
32235,1
26621,1
24292,1
19040,1
22171,0
423,1
41865,1
4812,0
12563,1
20971,1
9226,1
20541,1
748,1
14888,0
22425,1
682,0
27093,1
43224,1
39796,1
11448,1
8848,1
9659,1
43865,0
7782,1
9701,1
3282,1
44838,0
10875,1
37509,0
45568,1
33444,1
43369,1
22328,0
37469,0
31720,1
18956,1
22650,1
3923,1
28322,0
43107,0
27461,1
39041,1
28902,1
34874,1
27033,1
18748,1
36588,1
45799,1
22463,1
24101,0
44085,1
11995,1
12376,0
12558,1
929,1
7727,1
41618,1
32972,0
4292,1
38351,0
16239,1
16966,1
4755,1
40533,1
25769,1
34628,1
42174,0
46421,1
45609,1
30653,1
39765,1
40552,0
34244,1
29803,0
20063,1
2026,0
40501,1
2445,1
38697,1
27908,0
14603,1
33672,0
35908,1
7872,1
34188,1
35059,1
28009,1
29629,1
14,0
15733,1
6851,1
30912,1
36196,1
35615,1
34752,1
19619,1
8961,1
24190,1
43789,1
23264,1
39562,1
47246,0
21686,1
6754,1
3817,0
14724,1
11545,0
24116,1
891,1
927,0
3678,1
42564,1
44510,1
1483,1
39344,1
26215,1
6317,1
16332,1
44133,0
13710,0
43791,1
5020,1
12256,1
23429,0
24616,0
41681,0
20686,1
31364,0
42310,0
12407,1
47206,1
40297,1
23057,1
2629,1
15841,1
16255,1
13779,0
12808,1
3545,1
27852,1
3747,1
1637,1
45460,0
21026,1
47133,1
34083,1
41134,1
44898,1
18272,1
34268,1
33691,1
21828,0
43828,1
1768,1
4889,1
37775,0
5827,1
12918,0
42446,1
33626,1
23313,0
36274,0
37539,1
17395,1
33106,1
14731,1
15529,1
26586,1
28804,1
35396,1
2940,1
28903,0
6095,1
12333,1
392,1
15533,1
25863,1
28128,1
29548,0
1023,1
30523,1
24497,0
13661,0
6101,0
35383,0
13232,1
4096,0
41869,1
25608,1
25383,0
33995,1
40883,1
11955,0
26119,1
27449,1
37228,1
35557,1
65,1
29138,0
46073,1
29067,1
32431,1
26417,1
9763,1
1461,1
13650,0
18495,1
18870,1
46089,1
24653,1
25892,1
25943,1
23113,1
46854,1
10828,1
39508,1
26762,1
41285,1
22092,1
20910,0
18188,1
46703,0
784,0
35928,1
1949,0
25985,1
31959,1
31997,0
38431,0
39791,1
2735,1
1062,1
21862,0
7742,1
33491,1
10673,0
1193,1
38134,1
6378,0
2891,1
8790,0
26639,0
25831,0
17223,1
13340,1
4337,1
7036,1
35523,1
46177,1
36547,1
40730,1
19250,0
40472,1
31062,1
23651,0
22519,0
14296,1
32616,1
16646,1
16270,1
8139,0
36467,1
12252,1
24455,1
46898,0
7762,1
34339,1
11611,1
30291,1
8175,1
40179,1
12329,1
31827,1
23736,0
22194,0
46254,1
29228,0
43,1
7439,1
12425,1
10649,1
4606,1
14809,1
42346,0
12625,1
31973,1
22209,1
2107,1
20548,1
41257,1
10210,1
3247,0
438,1
7955,1
5976,1
40455,1
38294,0
8147,1
998,1
16218,1
30164,1
22931,0
16384,1
18743,1
44786,0
6096,1
30259,0
48251,0
20650,1
20271,1
1013,0
38154,1
18221,1
15179,1
46617,0
2232,1
20349,1
47101,1
7373,1
38842,1
12674,1
11899,1
43594,1
18055,1
24869,1
17847,1
41137,1
46235,1
22055,1
11717,0
32502,1
3786,0
18777,0
35337,0
14963,1
21674,1
36080,0
13380,1
12546,0
11414,1
29936,1
44011,1
41758,1
9536,1
33090,0
621,1
1867,1
20749,1
11630,1
41581,0
9847,0
12165,0
12818,0
29773,0
48460,0
43128,0
39645,1
13411,1
4116,1
34378,1
12497,1
13509,1
2822,1
34722,1
27832,0
21186,1
25595,0
15719,1
43081,1
18655,1
3115,1
47374,1
3634,1
35259,1
9679,1
23222,0
39922,1
20082,1
22095,1
3114,1
9087,1
29669,1
16163,1
29798,1
22067,1
2418,1
46380,1
27986,1
45164,1
13371,1
24494,1
41091,1
42256,1
3612,0
48326,1
46579,1
2817,0
48470,1
39769,1
39491,1
35848,1
40437,1
6907,1
16059,1
47048,1
42922,1
42945,0
48120,0
15239,0
43349,1
5846,1
489,0
16659,1
29121,0
35586,1
3305,1
41115,1
32365,0
21434,1
5299,1
28304,1
18231,1
1562,0
35081,1
24617,1
27163,1
1258,0
11739,1
4426,1
7715,1
14807,1
34261,1
19306,1
2247,1
7362,0
12055,1
25921,1
10876,1
48474,1
12416,0
6506,1
28309,1
42737,1
22557,1
36353,1
19202,0
10666,1
600,1
5436,0
40167,0
27762,1
29845,1
42726,1
26510,1
1652,1
9095,1
14493,1
31704,1
21985,1
37179,1
40346,0
15641,1
9505,1
32537,1
1593,0
34460,1
29978,1
39774,1
19065,1
44654,0
11571,1
14622,1
42598,1
45944,1
39662,1
33311,0
40660,0
25332,0
1034,1
27555,1
47180,1
10850,1
29310,1
451,0
37865,1
43846,1
15425,0
41183,1
35462,0
45699,1
7824,0
4810,0
21791,1
15127,0
35288,1
14163,1
18974,1
14992,0
2213,0
48553,1
21336,1
21541,1
38552,1
2547,1
39638,1
40770,1
10445,0
13566,1
48434,0
34656,1
7163,0
10917,1
43190,0
9905,0
11554,0
11943,0
12507,1
24406,1
31179,1
40614,1
36216,1
38240,1
40232,1
29322,0
28373,1
9384,1
16055,1
38414,1
18340,1
39084,0
21683,1
43216,1
1909,1
27434,0
17628,1
2093,0
10347,0
7509,1
15586,0
19756,1
32003,1
23722,1
26449,1
23369,1
26959,1
40299,1
44400,0
45448,1
31192,1
33761,1
11193,0
13460,0
23685,0
27291,1
31717,1
41725,1
13123,0
33635,0
42439,1
7222,0
33875,0
43771,1
8133,1
48213,1
36947,1
43981,1
30737,1
47349,1
20221,1
861,1
47402,0
19737,1
41045,1
12942,1
25074,1
18168,1
48348,1
35083,1
1640,1
41136,1
28924,0
4845,1
19563,0
19220,1
45021,0
48221,1
22169,0
10810,1
23046,1
9652,0
2118,1
12827,0
22803,1
27652,1
47491,0
13741,1
10118,0
17170,1
5961,1
2507,1
41017,1
41160,1
33443,0
23372,1
8266,0
15742,1
31655,0
44444,1
23908,1
31094,1
1335,1
11332,1
9651,1
3692,0
48731,1
18394,0
411,1
17128,1
11432,1
22872,1
2106,0
39390,1
44955,0
11147,0
25123,1
45221,1
39232,1
5707,1
17023,1
8905,1
42380,1
25148,1
21839,1
18548,1
9335,1
20591,1
41543,1
9756,1
35825,1
36203,1
5058,0
15724,1
9362,1
1495,0
42198,1
13763,1
569,1
33244,1
45744,1
41333,1
40352,1
47560,0
33792,1
13238,0
41961,1
2242,0
8240,1
6993,1
39047,1
15084,1
3246,1
16907,1
14177,1
40061,1
35669,1
3268,0
12108,1
45711,1
19745,0
45540,1
35029,1
39792,1
3530,0
36933,1
21167,1
47963,0
30639,0
48217,1
42195,1
37470,1
42520,1
29902,1
25107,1
40087,1
368,0
27191,1
11359,0
45421,1
9636,1
20007,1
2357,0
33740,1
2607,0
5757,0
28568,1
40367,1
41973,0
22536,0
30321,1
48416,0
34916,0
7567,1
8842,1
22257,0
15023,1
34861,1
25172,0
34184,1
18486,1
36167,1
17922,1
26528,1
10898,1
35264,1
45334,1
9111,1
41901,1
46053,1
34971,1
29246,1
41562,0
8757,1
23811,1
47451,0
16869,1
19700,1
34631,1
5785,1
7495,1
38519,1
48294,1
30144,1
22628,1
23846,1
4154,0
35065,1
43977,0
29179,1
25223,1
44115,1
1425,1
16737,1
22670,1
12019,1
22790,1
37038,1
18566,0
7398,1
21841,1
41531,1
24904,1
42499,1
45093,1
10510,0
28119,1
16764,1
23396,1
25812,1
2024,1
4961,0
4069,1
1248,1
12828,1
24154,0
1360,1
18724,1
47001,1
501,1
2145,1
37731,1
22665,0
27805,0
17592,1
24690,1
15597,1
22982,1
23936,1
12552,1
33476,1
13817,1
47801,1
1261,0
23795,1
11343,0
30154,1
918,1
24976,1
13742,1
20897,1
21400,1
32133,0
35970,1
16778,0
18437,1
48833,1
18142,0
43144,1
35073,1
19294,0
29009,0
32494,1
33898,1
23298,1
24701,0
24688,1
36482,1
38091,1
31151,0
31901,1
30683,0
10319,0
30121,1
4666,1
17365,1
19755,1
39505,1
2492,1
9675,1
2500,1
32923,1
9640,1
28337,0
47232,0
3031,1
41453,1
12580,1
25954,1
20510,0
26706,1
44048,1
44106,0
4250,1
23273,0
3975,1
20965,1
32404,1
28250,1
19290,1
24786,1
35635,1
11316,1
32805,1
35033,0
7435,1
36158,1
27212,0
8269,1
10792,0
37662,1
27994,0
10271,1
42971,1
17990,1
19637,1
5826,1
32868,1
34867,0
41452,1
33586,0
12158,1
8524,0
3,1
8966,0
18393,0
34805,1
10466,1
17198,0
37331,1
47431,1
41444,0
16743,1
36293,1
17958,1
7230,1
45942,0
36619,1
19029,0
47634,0
34721,1
7974,0
32504,0
19689,1
3950,1
45111,1
26063,1
10524,0
37792,0
33803,1
35785,1
25307,1
40880,0
29614,1
11570,1
12413,1
27889,1
29863,1
35500,1
37787,0
44469,1
21766,1
48299,1
31356,1
34226,1
4866,1
18922,1
44028,1
23397,1
29726,1
5195,1
8221,1
24030,1
35413,1
5646,1
41247,1
45331,1
31048,1
13886,1
23803,1
13273,1
9074,1
20642,0
26695,1
1479,1
278,1
40431,1
28082,0
37817,1
7898,1
41987,1
11192,0
252,1
29995,1
27076,1
35022,1
48134,1
45557,1
16715,1
7515,1
12320,0
46152,1
41163,1
20143,1
39332,1
39944,0
24813,1
12712,0
15768,0
2510,1
47860,1
31914,0
38623,1
35272,0
30260,1
45309,1
15112,1
16592,1
19276,1
35876,1
1657,1
38113,1
47651,1
35203,1
12209,1
43969,1
8642,1
34076,1
9730,0
28077,1
43228,1
39920,1
29590,1
17568,1
34198,1
2942,1
496,1
2198,0
35447,1
2878,1
27475,1
25880,1
21412,1
40975,1
31707,1
43094,0
4144,1
14422,1
27713,1
1828,1
39309,1
17292,1
14729,1
30516,1
25197,1
41305,1
32158,1
41457,1
44574,1
34749,1
19390,1
4566,0
15923,0
12163,0
26382,0
8134,1
767,1
23302,1
32162,1
40453,1
29884,1
47997,0
24473,1
86,0
6385,1
48001,1
46008,1
7929,1
39180,1
16638,1
32900,1
26574,1
45296,1
47030,0
8234,0
18452,0
42928,1
38561,1
8418,1
10388,1
40333,1
39072,0
29979,0
33916,1
12711,0
7056,1
9240,1
3484,1
20906,0
21807,1
6701,1
32503,1
37663,1
40071,0
35891,1
27279,1
48431,1
27678,0
36777,1
10853,1
45053,0
7275,0
37204,1
7147,0
41597,0
22929,1
29127,0
46671,1
39782,1
43368,0
23528,0
37316,1
32588,1
40235,1
5471,1
23080,0
34488,0
23188,1
13953,1
8351,0
48670,1
15918,1
11835,1
20892,1
17383,1
36011,0
23023,1
17411,1
2928,1
35990,1
13219,1
36139,1
18288,1
28997,0
10498,1
3013,0
39693,1
1611,0
13845,1
18371,1
19866,0
16611,1
5656,1
29405,1
48561,0
1620,0
34747,0
6063,1
12130,1
3756,1
4063,1
42389,1
45099,0
20114,1
18698,1
31864,1
11980,1
13271,1
26777,1
8425,1
36014,0
549,1
44882,1
7993,1
43909,0
18730,1
9357,1
22224,1
789,1
15605,1
42840,1
23565,1
10030,1
12595,0
10254,1
18021,0
42396,1
28428,0
31488,1
28462,1
27914,1
41075,0
25025,1
17908,0
48448,1
22273,1
39240,1
32561,1
39837,1
18634,1
27246,1
33659,1
8370,0
24922,1
28321,1
10978,0
22347,1
11514,0
12587,1
21836,1
38823,1
47195,1
38049,1
759,1
43803,0
27243,1
10383,1
6102,1
20770,1
8748,1
21829,1
20863,1
44552,1
32183,0
31735,1
235,1
22007,1
2318,0
46673,1
3008,1
5190,1
40875,1
9680,1
3968,1
32530,0
1578,1
9690,0
26264,1
25837,1
8135,1
17870,1
7097,1
28555,1
28588,1
41913,0
7182,1
21195,1
8758,0
18768,1
44598,1
1692,1
10605,1
16911,1
9279,0
35036,1
41089,1
2799,1
4056,0
15523,1
11538,0
38188,0
5032,1
34254,1
29111,1
7313,1
39051,1
26724,1
42170,1
11410,0
12798,1
26977,0
31766,1
12353,1
40413,0
4104,1
5577,1
37936,0
6964,1
19214,0
30695,0
2363,1
30329,0
36374,1
24680,1
36907,1
18818,1
40567,0
25473,1
45765,0
3051,1
15628,1
20260,1
36376,1
34519,1
17717,0
4822,1
14886,1
7152,1
13977,1
22250,1
17667,1
24276,1
11067,1
7359,0
34959,1
43421,1
44357,0
7272,0
14563,1
23694,1
16993,1
8335,1
17677,1
14009,1
46679,1
20115,1
32754,1
30509,1
13860,1
41330,1
47225,1
8576,1
22187,1
7221,1
3941,1
44152,1
41895,0
44618,1
19672,1
18012,1
15972,1
40126,0
1791,1
6379,0
2245,0
18240,0
41235,1
37754,0
35885,0
4031,0
48728,1
27024,1
40274,0
17778,0
33967,1
1522,1
42270,1
1512,0
26855,1
1713,0
29489,1
45922,1
16064,1
40546,1
12478,1
21997,1
42477,0
43496,0
12218,1
23048,1
36433,1
2782,1
21456,0
12793,0
12540,0
48618,1
42755,0
41438,0
8552,1
4139,1
6956,1
26465,0
24335,1
44196,1
7554,1
7953,1
30241,1
29279,1
46174,1
19269,1
32210,1
1531,0
20542,1
42456,1
5639,0
1373,1
2049,1
15547,1
43468,0
11054,1
2374,1
17511,1
44209,1
13635,1
25356,0
2563,1
40509,1
5167,0
16713,1
21249,0
24079,1
42203,1
34876,1
7642,1
454,0
21757,1
46130,0
35817,1
24332,1
26298,1
23477,1
15830,0
6761,1
45068,1
4252,1
5457,0
33061,0
45764,1
2443,1
2594,1
12675,1
37379,1
6630,1
6131,1
48138,1
34715,1
29530,1
38927,1
4019,1
4040,1
11020,1
18413,1
18537,1
18994,1
29239,0
23751,1
6234,1
14460,1
28122,1
44575,1
19500,1
23886,1
42350,1
5033,0
21514,0
17889,1
23973,0
29786,0
11678,1
2125,1
45079,0
19613,1
1244,1
5652,1
11713,1
12275,1
23998,0
46776,1
44919,1
38584,0
2532,1
7260,1
30188,0
41240,0
5263,1
16948,1
44460,0
7842,1
48282,1
13818,1
9592,1
48802,1
30359,1
15955,0
13293,1
17471,1
18197,1
45040,1
9667,1
293,1
2800,0
13990,1
43839,1
13857,1
5144,1
41938,1
37553,1
10692,0
21937,1
20419,1
11531,1
19900,0
22986,1
42780,1
34930,1
37862,1
17749,1
46686,1
21408,0
32435,1
44965,1
43946,1
1154,1
35865,1
36855,1
48518,1
45827,1
47941,1
16818,0
31898,0
28061,1
18977,1
16834,1
9394,1
6403,1
20784,1
21447,1
10266,1
4309,1
9245,0
5520,1
27661,1
20526,1
19779,1
15602,1
15895,1
48356,0
45000,1
24189,1
7694,0
19376,1
44973,1
21747,1
35295,1
37562,1
11938,1
45830,0
31341,1
8796,0
36233,1
20704,0
7472,1
42530,1
19728,1
9661,1
23109,1
41515,1
16752,0
21778,1
44420,1
30958,1
22377,1
16212,1
33343,1
8927,0
5475,1
30611,1
25037,0
6485,0
24066,1
11091,0
33465,1
11505,1
46123,1
47344,1
38709,0
32766,1
3446,1
39413,1
28391,1
34665,1
36395,0
48033,1
19830,1
46340,1
17127,1
24839,0
22139,1
21442,1
10749,1
15051,1
9199,0
38161,1
47629,1
3236,1
468,0
10047,0
35945,1
2922,1
12261,0
14040,1
38887,1
22539,1
224,1
5775,1
40821,0
4587,1
34160,1
26499,1
37226,1
37312,1
22749,0
21385,0
20885,1
38923,1
4595,0
3933,1
4277,1
11798,0
13174,1
9970,1
769,1
15827,1
903,1
9480,1
21228,1
11960,1
7713,1
4787,1
1318,0
9684,1
42192,1
39162,0
19114,1
43939,1
34525,1
35043,1
34063,1
11399,1
47424,1
16609,1
16045,1
44423,1
3915,0
8730,1
2982,1
37668,1
3657,0
38555,1
20946,0
2953,1
19302,1
33373,1
26296,1
22006,1
10878,1
12593,1
10156,1
45240,1
40597,0
40257,1
5435,1
36508,1
26165,1
12291,1
44197,1
33542,1
40134,1
39937,1
31724,1
8890,1
1019,1
3148,1
39969,1
10861,1
8645,1
14824,1
43924,1
14377,1
18122,1
10096,1
33449,1
46098,1
18684,0
31330,1
13058,1
40229,0
17196,0
7891,1
18738,1
6691,1
45281,0
10071,1
10761,1
6075,1
20999,1
10325,0
19560,1
16044,1
20857,1
43071,1
42017,1
6652,0
14201,1
43844,1
6768,1
23733,0
35312,1
17653,0
34716,1
40163,1
46134,0
35057,1
30503,1
18008,1
24224,1
7504,1
36787,1
41857,1
46618,1
14512,1
26606,1
2676,1
42128,1
45133,1
20380,1
41209,1
10262,1
36058,1
46814,1
7787,1
16337,0
4979,1
7220,1
27179,1
28362,0
11809,0
34807,0
23468,1
48227,1
42796,0
4853,1
19962,1
8210,1
9645,1
27607,1
13177,1
24252,1
31325,1
168,1
47072,1
7934,1
13591,1
48594,1
38251,1
3009,1
45209,1
46896,1
9345,0
25927,1
20942,1
34056,1
9725,1
35014,1
97,0
548,1
28540,1
9360,1
41372,1
32628,1
11004,1
15727,0
18695,0
35824,1
20296,1
44039,1
2262,1
6077,1
33336,1
27866,1
13924,0
30995,1
24293,1
18313,1
35199,1
10858,0
14796,0
46824,1
42232,0
19682,1
7239,1
4742,0
36073,1
35444,1
42433,1
4967,0
3485,0
32238,0
19375,1
43473,1
36631,1
4657,0
39904,1
19129,1
22100,1
12434,1
21685,1
34434,1
38017,0
31383,1
9622,1
1638,0
43174,1
30029,1
6369,0
13798,1
3106,0
9804,1
47880,1
41849,1
2155,1
31522,1
34310,1
14526,0
39083,1
6891,1
33287,0
39215,1
32846,1
28059,0
30114,1
21309,1
617,1
7464,0
16650,1
31309,1
44773,1
40345,1
18146,0
21425,1
25511,1
6190,1
26049,1
39443,1
23447,1
37529,1
4935,0
15111,1
2131,1
39670,1
27241,1
37748,0
1447,1
12596,1
39539,1
7143,0
11617,0
4943,0
34222,1
16511,1
28878,1
6708,0
36172,0
43824,0
48492,1
24412,1
6741,1
22598,1
36599,1
43741,1
6667,1
22918,1
10377,1
37492,1
46507,1
14831,1
47217,1
46449,1
41840,0
22630,0
44662,1
42494,1
31346,0
46088,0
27410,1
42291,0
22653,1
40735,1
39214,1
44602,1
2062,1
39681,1
20057,0
6337,0
47558,1
33537,1
8774,0
39253,0
14504,1
39077,0
19400,1
26597,1
29815,1
649,0
46886,1
31357,0
13581,1
11897,0
4079,1
40853,1
8770,1
13576,1
21921,1
42735,0
26516,1
38424,1
36635,1
47059,0
21606,0
36138,0
1110,0
7710,1
27896,1
2236,0
16938,0
33947,1
21587,0
13595,1
21391,1
17001,0
47728,1
4384,1
11481,1
8431,1
44386,1
22318,1
8801,0
22232,1
31236,1
12851,1
22870,0
43151,1
24926,1
17692,0
1289,1
22928,1
42002,1
36470,1
22991,0
47689,1
15074,0
2066,0
28982,1
24296,1
13198,1
1300,1
16546,1
42311,1
48422,1
32150,1
11080,0
47520,1
46700,1
17320,1
1240,0
30052,0
27878,0
36798,1
8222,1
5989,1
20076,0
41254,1
40184,1
28874,1
36007,1
27689,1
42349,1
41736,1
26710,0
19349,1
1877,1
38488,1
32673,0
45535,1
35318,0
45048,0
32904,0
43903,1
23500,1
19706,1
34904,1
30326,1
23305,0
42529,1
35697,1
6985,0
20300,1
30625,1
41218,1
9260,1
5823,1
40160,1
46531,0
6591,1
26669,1
42814,0
